订单ID,日期,客户ID,商品类别,单价,数量,地区,支付方式
ORD08202,2025-01-06 18:45:00,C1794,图书,32.4,5,华东,信用卡
ORD08203,2025-01-06 18:45:00,,图书,83.72,3,东北,微信
ORD08204,2025-01-06 18:46:00,C2462,电子产品,82.27,-1,华东,微信
ORD08205,2025-01-06 18:47:00,C4293,电子产品,95.09,8,西南,微信
ORD08206,2025-01-06 18:48:00,C3394,食品,99.78,2,华东,支付宝
ORD08207,2025-01-06 18:48:00,C1079,家居,97.86,3,东北,信用卡
ORD08208,2025-01-06 18:48:00,C2878,图书,46.91,7,华南,支付宝
ORD08209,2025-01-06 18:49:00,C4723,食品,32.53,2,华东,现金
ORD08210,2025-01-06 18:50:00,C603,食品,78.26,5,华南,现金
ORD08211,2025-01-06 18:50:00,C1585,图书,36.93,9,西南,支付宝
ORD08212,2025-01-06 18:50:00,C3057,图书,82.58,7,华北,信用卡
ORD08213,2025-01-06 18:51:00,C3985,服装,58.06,-1,华北,现金
ORD08214,2025-01-06 18:52:00,C4689,家居,81.45,2,东北,信用卡
ORD08215,2025-01-06 18:54:00,C1395,图书,34.83,9,华东,支付宝
ORD08216,2025-01-06 18:54:00,C3688,电子产品,55.72,9,西南,现金
ORD08217,2025-01-06 18:54:00,C599,服装,60.76,9,西南,支付宝
ORD08218,2025-01-06 18:54:00,C513,家居,94.88,3,华南,现金
ORD08219,2025-01-06 18:55:00,C1066,电子产品,33.99,1,东北,微信
ORD08220,2025-01-06 18:55:00,C2886,电子产品,94.3,9,西南,信用卡
ORD08221,2025-01-06 18:56:00,C2653,家居,82.44,7,华东,支付宝
ORD08222,2025-01-06 18:56:00,C4905,服装,75.78,2,西南,微信
ORD08223,2025-01-06 18:56:00,C1088,电子产品,80.82,6,华北,支付宝
ORD08224,2025-01-06 18:56:00,C4385,食品,64.49,9,东北,支付宝
ORD08225,2025-01-06 18:56:00,C4864,家居,31.97,8,华南,信用卡
ORD08226,2025-01-06 18:57:00,C2514,家居,27.05,6,华东,支付宝
ORD08227,2025-01-06 18:57:00,,图书,87.97,6,华北,信用卡
ORD08228,2025-01-06 18:58:00,C3284,服装,75.26,8,西南,支付宝
ORD08229,2025-01-06 18:58:00,C4566,食品,29.19,9,东北,现金
ORD08230,2025-01-06 18:59:00,C2196,食品,65.36,8,东北,微信
ORD08231,2025-01-06 18:59:00,C4183,图书,50.28,1,华东,现金
ORD08232,2025-01-06 18:59:00,C789,电子产品,24.28,2,华南,信用卡
ORD08233,2025-01-06 19:00:00,C3475,电子产品,57.87,6,华北,信用卡
ORD08234,2025-01-06 19:00:00,C3153,食品,35.34,8,华南,微信
ORD08235,2025-01-06 19:00:00,C1664,服装,18.66,4,华东,信用卡
ORD08236,2025-01-06 19:00:00,C1309,电子产品,52.03,4,华东,现金
ORD08237,2025-01-06 19:01:00,C864,家居,63.11,2,华北,微信
ORD08238,2025-01-06 19:02:00,C3863,图书,14.22,1,东北,信用卡
ORD08239,2025-01-06 19:03:00,C3363,服装,46.19,9,东北,信用卡
ORD08240,2025-01-06 19:03:00,C3524,电子产品,33.19,7,华北,信用卡
ORD08241,2025-01-06 19:05:00,C3786,食品,12.76,9,华南,信用卡
ORD08242,2025-01-06 19:05:00,C023,图书,21.31,2,华北,支付宝
ORD08243,2025-01-06 19:06:00,,电子产品,22.51,5,东北,支付宝
ORD08244,2025-01-06 19:07:00,C310,食品,26.46,2,华南,支付宝
ORD08245,2025-01-06 19:10:00,C1231,电子产品,82.3,7,西南,信用卡
ORD08246,2025-01-06 19:11:00,C3788,图书,49.55,9,华南,支付宝
ORD08247,2025-01-06 19:12:00,C2711,家居,23.24,3,东北,信用卡
ORD08248,2025-01-06 19:12:00,C4801,家居,19.03,1,华东,现金
ORD08249,2025-01-06 19:13:00,C421,食品,36.81,4,华南,信用卡
ORD08250,2025-01-06 19:13:00,C1773,家居,81.82,4,华南,微信
ORD08251,2025-01-06 19:15:00,C3568,图书,42.8,6,华东,微信
ORD08252,2025-01-06 19:16:00,C946,食品,24.39,5,东北,微信
ORD08253,2025-01-06 19:17:00,C1186,电子产品,46.37,5,西南,信用卡
ORD08254,2025-01-06 19:17:00,C1834,服装,59.98,9,西南,微信
ORD08255,2025-01-06 19:19:00,C1564,电子产品,12.66,1,华北,微信
ORD08256,2025-01-06 19:20:00,,图书,66.49,8,西南,信用卡
ORD08257,2025-01-06 19:21:00,C1947,食品,45.56,8,西南,信用卡
ORD08258,2025-01-06 19:21:00,C1308,电子产品,10.88,8,华南,支付宝
ORD08259,2025-01-06 19:21:00,C2986,食品,70.65,3,华北,信用卡
ORD08260,2025-01-06 19:21:00,C386,家居,74.11,8,西南,支付宝
ORD08261,2025-01-06 19:22:00,C1161,服装,66.6,2,华南,信用卡
ORD08262,2025-01-06 19:22:00,C3258,图书,,8,华北,现金
ORD08263,2025-01-06 19:22:00,C4811,电子产品,57.66,8,华南,微信
ORD08264,2025-01-06 19:22:00,C3933,服装,44.84,3,华东,现金
ORD08265,2025-01-06 19:23:00,C2847,图书,73.06,4,东北,信用卡
ORD08266,2025-01-06 19:23:00,C4521,图书,62.52,9,东北,现金
ORD08267,2025-01-06 19:23:00,C1439,家居,17.36,9,东北,支付宝
ORD08268,2025-01-06 19:24:00,C3442,食品,67.88,9,西南,信用卡
ORD08269,2025-01-06 19:24:00,C4480,食品,71.85,6,东北,信用卡
ORD08270,2025-01-06 19:25:00,C055,服装,43.36,1,东北,现金
ORD08271,2025-01-06 19:25:00,,家居,88.82,8,华北,微信
ORD08272,2025-01-06 19:26:00,C105,图书,85.87,9,华北,信用卡
ORD08273,2025-01-06 19:26:00,C3201,家居,25.76,8,华北,微信
ORD08274,2025-01-06 19:26:00,C669,家居,91.38,1,西南,现金
ORD08275,2025-01-06 19:26:00,C4471,服装,49.68,6,东北,现金
ORD08276,2025-01-06 19:27:00,C742,食品,75.14,9,西南,现金
ORD08277,2025-01-06 19:29:00,C966,家居,83.27,9,西南,支付宝
ORD08278,2025-01-06 19:30:00,C307,家居,55.46,7,西南,信用卡
ORD08279,2025-01-06 19:30:00,C2138,家居,,7,西南,现金
ORD08280,2025-01-06 19:32:00,C3464,电子产品,92.39,4,西南,现金
ORD08281,2025-01-06 19:33:00,C4897,家居,30.78,7,西南,支付宝
ORD08282,2025-01-06 19:34:00,C109,家居,33.13,5,东北,信用卡
ORD08283,2025-01-06 19:35:00,C3632,图书,42.55,5,华北,微信
ORD08284,2025-01-06 19:35:00,,电子产品,87.35,1,华南,信用卡
ORD08285,2025-01-06 19:36:00,C1915,家居,94.49,2,华南,现金
ORD08286,2025-01-06 19:36:00,C4263,家居,29.81,9,华南,微信
ORD08287,2025-01-06 19:37:00,C556,服装,87.75,2,华东,支付宝
ORD08288,2025-01-06 19:37:00,C104,服装,33.24,2,华北,支付宝
ORD08289,2025-01-06 19:39:00,C2047,电子产品,97.36,9,东北,现金
ORD08290,2025-01-06 19:39:00,C145,图书,63.77,3,西南,微信
ORD08291,2025-01-06 19:40:00,C2763,电子产品,10.64,2,华南,信用卡
ORD08292,2025-01-06 19:40:00,C873,电子产品,13.07,7,华北,现金
ORD08293,2025-01-06 19:42:00,C298,服装,23.27,9,东北,微信
ORD08294,2025-01-06 19:43:00,C3238,服装,26.88,6,华南,微信
ORD08295,2025-01-06 19:43:00,C645,图书,79.09,7,华北,微信
ORD08296,2025-01-06 19:43:00,C4733,家居,30.05,3,东北,微信
ORD08297,2025-01-06 19:43:00,C3078,图书,97.22,3,华北,支付宝
ORD08298,2025-01-06 19:44:00,C2511,家居,67.25,8,西南,微信
ORD08299,2025-01-06 19:44:00,C783,食品,72.33,7,华北,微信
ORD08300,2025-01-06 19:44:00,C4992,服装,29.6,5,华北,现金
ORD08301,2025-01-06 19:44:00,C370,食品,90.34,6,华东,支付宝
ORD08302,2025-01-06 19:45:00,C486,食品,70.1,9,西南,支付宝
ORD08303,2025-01-06 19:46:00,,服装,87.8,3,华北,支付宝
ORD08304,2025-01-06 19:46:00,C3196,食品,96.08,3,西南,信用卡
ORD08305,2025-01-06 19:48:00,C1360,电子产品,21.31,6,华北,信用卡
ORD08306,2025-01-06 19:48:00,C4287,家居,18.69,8,西南,支付宝
ORD08307,2025-01-06 19:48:00,C4825,图书,82.31,5,东北,现金
ORD08308,2025-01-06 19:48:00,,服装,87.95,1,华南,微信
ORD08309,2025-01-06 19:50:00,C2621,电子产品,62.54,3,华东,微信
ORD08310,2025-01-06 19:52:00,C956,图书,42.94,8,华南,支付宝
ORD08311,2025-01-06 19:52:00,C380,图书,68.74,4,华北,支付宝
ORD08312,2025-01-06 19:54:00,C3649,图书,37.51,9,华北,信用卡
ORD08313,2025-01-06 19:54:00,C4893,食品,31.45,6,东北,支付宝
ORD08314,2025-01-06 19:54:00,C238,食品,53.93,4,华北,信用卡
ORD08315,2025-01-06 19:54:00,C1105,食品,29.45,4,西南,支付宝
ORD08316,2025-01-06 19:54:00,C1386,食品,53.53,5,华南,微信
ORD08317,2025-01-06 19:55:00,C2552,电子产品,96.09,7,华北,支付宝
ORD08318,2025-01-06 19:55:00,,食品,85.58,7,东北,微信
ORD08319,2025-01-06 19:56:00,C1527,服装,94.75,7,华东,支付宝
ORD08320,2025-01-06 19:56:00,C1667,图书,82.57,5,华南,信用卡
ORD08321,2025-01-06 19:56:00,C4132,电子产品,41.93,9,东北,支付宝
ORD08322,2025-01-06 19:56:00,C2691,食品,83.08,2,东北,现金
ORD08323,2025-01-06 19:56:00,C3672,图书,93.06,8,华南,微信
ORD08324,2025-01-06 19:56:00,C1996,电子产品,95.23,8,东北,微信
ORD08325,2025-01-06 19:57:00,C1425,图书,71.49,3,华东,微信
ORD08326,2025-01-06 19:57:00,C2812,电子产品,29.02,5,华东,支付宝
ORD08327,2025-01-06 19:57:00,C3247,家居,13.58,8,华北,现金
ORD08328,2025-01-06 19:58:00,C2592,电子产品,23.25,9,西南,现金
ORD08329,2025-01-06 19:58:00,C1490,食品,,7,华北,信用卡
ORD08330,2025-01-06 19:58:00,C1224,图书,51.59,4,西南,信用卡
ORD08331,2025-01-06 19:58:00,C2587,图书,86.95,4,华南,信用卡
ORD08332,2025-01-06 19:59:00,C3064,图书,51.85,3,东北,现金
ORD08333,2025-01-06 19:59:00,C832,服装,69.47,8,华北,微信
ORD08334,2025-01-06 19:59:00,C4692,服装,12.17,6,东北,微信
ORD08335,2025-01-06 19:59:00,C2440,食品,32.49,6,华北,信用卡
ORD08336,2025-01-06 20:00:00,C4795,家居,49.26,9,华北,信用卡
ORD08337,2025-01-06 20:00:00,C1646,服装,66.76,3,华东,支付宝
ORD08338,2025-01-06 20:01:00,C440,电子产品,25.44,4,西南,支付宝
ORD08339,2025-01-06 20:01:00,C1529,食品,78.81,3,华南,现金
ORD08340,2025-01-06 20:01:00,C2965,家居,42.8,3,东北,支付宝
ORD08341,2025-01-06 20:03:00,C2367,电子产品,83.57,1,华北,信用卡
ORD08342,2025-01-06 20:03:00,C3286,图书,18.82,6,东北,信用卡
ORD08343,2025-01-06 20:03:00,C4663,服装,71.18,9,华东,信用卡
ORD08344,2025-01-06 20:04:00,,电子产品,36.4,5,华南,微信
ORD08345,2025-01-06 20:04:00,C1304,家居,81.58,2,西南,信用卡
ORD08346,2025-01-06 20:04:00,C3034,食品,46.2,4,西南,支付宝
ORD08347,2025-01-06 20:05:00,C3688,电子产品,69.88,6,华北,现金
ORD08348,2025-01-06 20:05:00,C3973,食品,94.09,7,华南,支付宝
ORD08349,2025-01-06 20:05:00,C1185,图书,11.86,7,西南,微信
ORD08350,2025-01-06 20:05:00,C3262,家居,11.0,4,华南,支付宝
ORD08351,2025-01-06 20:06:00,C2107,家居,79.33,5,东北,支付宝
ORD08352,2025-01-06 20:06:00,C1840,服装,68.18,4,华东,微信
ORD08353,2025-01-06 20:06:00,C4320,家居,36.37,6,华南,支付宝
ORD08354,2025-01-06 20:07:00,C2747,电子产品,54.5,7,华南,微信
ORD08355,2025-01-06 20:07:00,C4677,电子产品,13.77,2,西南,支付宝
ORD08356,2025-01-06 20:07:00,C4264,电子产品,27.32,3,华北,微信
ORD08357,2025-01-06 20:08:00,C3133,图书,48.2,8,华北,现金
ORD08358,2025-01-06 20:08:00,C3420,家居,85.06,7,东北,现金
ORD08359,2025-01-06 20:09:00,C1465,家居,53.17,1,西南,微信
ORD08360,2025-01-06 20:10:00,C4109,电子产品,62.77,4,西南,信用卡
ORD08361,2025-01-06 20:10:00,C2211,服装,88.64,5,华东,微信
ORD08362,2025-01-06 20:11:00,C2804,服装,37.79,3,华北,支付宝
ORD08363,2025-01-06 20:12:00,C1543,家居,73.06,4,西南,信用卡
ORD08364,2025-01-06 20:13:00,C1689,家居,87.55,7,东北,信用卡
ORD08365,2025-01-06 20:13:00,C1571,食品,28.24,8,华东,信用卡
ORD08366,2025-01-06 20:14:00,,家居,42.08,9,华北,微信
ORD08367,2025-01-06 20:15:00,C3279,电子产品,98.18,2,华北,微信
ORD08368,2025-01-06 20:15:00,C3541,图书,98.49,4,华北,信用卡
ORD08369,2025-01-06 20:15:00,C4811,家居,30.09,1,华东,微信
ORD08370,2025-01-06 20:17:00,C3023,家居,15.98,3,东北,现金
ORD08371,2025-01-06 20:17:00,C818,电子产品,34.38,8,东北,支付宝
ORD08372,2025-01-06 20:18:00,C4521,食品,45.8,7,西南,支付宝
ORD08373,2025-01-06 20:19:00,C1124,家居,49.69,8,西南,支付宝
ORD08374,2025-01-06 20:19:00,C4945,服装,65.69,6,华北,微信
ORD08375,2025-01-06 20:19:00,C1129,服装,90.96,5,华南,支付宝
ORD08376,2025-01-06 20:20:00,C1702,服装,39.73,9,西南,现金
ORD08377,2025-01-06 20:20:00,C2001,图书,86.5,5,东北,支付宝
ORD08378,2025-01-06 20:20:00,C3878,图书,18.41,9,华北,现金
ORD08379,2025-01-06 20:21:00,C4372,家居,13.77,4,东北,微信
ORD08380,2025-01-06 20:21:00,C1806,家居,55.36,5,华北,微信
ORD08381,2025-01-06 20:21:00,C2947,家居,15.37,1,华东,支付宝
ORD08382,2025-01-06 20:22:00,,图书,45.32,6,西南,信用卡
ORD08383,2025-01-06 20:23:00,C2152,家居,90.71,3,华东,现金
ORD08384,2025-01-06 20:24:00,C4641,电子产品,31.73,2,西南,信用卡
ORD08385,2025-01-06 20:24:00,C4205,食品,73.54,6,东北,现金
ORD08386,2025-01-06 20:25:00,C544,服装,37.21,1,东北,微信
ORD08387,2025-01-06 20:25:00,C2401,服装,14.04,9,华南,微信
ORD08388,2025-01-06 20:25:00,C4838,电子产品,60.1,5,东北,现金
ORD08389,2025-01-06 20:25:00,C2364,家居,85.14,7,华北,现金
ORD08390,2025-01-06 20:26:00,C1289,图书,46.85,9,华南,微信
ORD08391,2025-01-06 20:26:00,C3765,家居,65.56,9,华北,现金
ORD08392,2025-01-06 20:27:00,C1875,家居,91.0,7,华南,现金
ORD08393,2025-01-06 20:27:00,C4428,服装,81.07,4,华北,信用卡
ORD08394,2025-01-06 20:27:00,C4687,服装,27.45,4,华南,支付宝
ORD08395,2025-01-06 20:27:00,,图书,76.0,7,西南,信用卡
ORD08396,2025-01-06 20:28:00,C539,服装,55.17,8,西南,微信
ORD08397,2025-01-06 20:28:00,C2782,家居,77.14,7,华南,信用卡
ORD08398,2025-01-06 20:28:00,C2668,电子产品,54.51,4,华东,微信
ORD08399,2025-01-06 20:29:00,C4714,图书,21.52,4,华南,现金
ORD08400,2025-01-06 20:29:00,C3937,电子产品,61.29,8,华东,支付宝
ORD08401,2025-01-06 20:31:00,C2956,家居,54.29,9,华北,微信
ORD08402,2025-01-06 20:31:00,C3722,图书,56.61,7,华南,支付宝
ORD08403,2025-01-06 20:31:00,C3867,电子产品,89.1,3,华东,支付宝
ORD08404,2025-01-06 20:32:00,C1833,图书,90.54,1,华南,信用卡
ORD08405,2025-01-06 20:33:00,C2146,家居,50.82,5,西南,微信
ORD08406,2025-01-06 20:33:00,C2170,图书,51.02,6,西南,信用卡
ORD08407,2025-01-06 20:33:00,C3391,家居,56.37,9,华南,现金
ORD08408,2025-01-06 20:33:00,C1616,图书,56.76,5,华南,现金
ORD08409,2025-01-06 20:34:00,C4617,图书,95.53,1,东北,微信
ORD08410,2025-01-06 20:35:00,C916,服装,68.45,4,西南,微信
ORD08411,2025-01-06 20:35:00,C4812,家居,34.97,2,华北,现金
ORD08412,2025-01-06 20:35:00,C2756,食品,57.84,4,华南,微信
ORD08413,2025-01-06 20:36:00,C1936,图书,66.45,7,东北,信用卡
ORD08414,2025-01-06 20:36:00,C4042,电子产品,67.58,9,华南,信用卡
ORD08415,2025-01-06 20:36:00,C3091,服装,62.67,3,西南,微信
ORD08416,2025-01-06 20:36:00,,服装,26.0,3,华东,信用卡
ORD08417,2025-01-06 20:36:00,C968,图书,13.02,4,华东,微信
ORD08418,2025-01-06 20:37:00,C3364,食品,40.41,7,西南,信用卡
ORD08419,2025-01-06 20:38:00,C3203,服装,48.48,6,华北,信用卡
ORD08420,2025-01-06 20:38:00,C889,家居,15.56,5,东北,支付宝
ORD08421,2025-01-06 20:38:00,C792,图书,83.35,4,华南,信用卡
ORD08422,2025-01-06 20:39:00,C3458,图书,40.97,8,华南,微信
ORD08423,2025-01-06 20:40:00,C981,食品,92.23,4,华南,信用卡
ORD08424,2025-01-06 20:40:00,C3531,家居,23.9,3,东北,信用卡
ORD08425,2025-01-06 20:40:00,C3529,家居,15.12,7,东北,现金
ORD08426,2025-01-06 20:41:00,C801,食品,53.41,2,西南,微信
ORD08427,2025-01-06 20:42:00,,电子产品,27.02,4,东北,信用卡
ORD08428,2025-01-06 20:43:00,C3349,家居,94.37,8,华南,支付宝
ORD08429,2025-01-06 20:43:00,C1777,电子产品,10.93,4,华南,现金
ORD08430,2025-01-06 20:43:00,C3201,电子产品,47.14,7,东北,支付宝
ORD08431,2025-01-06 20:44:00,C349,图书,93.41,2,东北,支付宝
ORD08432,2025-01-06 20:44:00,C1567,图书,44.6,5,西南,现金
ORD08433,2025-01-06 20:45:00,C1129,服装,18.38,4,华东,支付宝
ORD08434,2025-01-06 20:46:00,C2959,图书,37.26,9,东北,微信
ORD08435,2025-01-06 20:46:00,C3787,家居,54.82,7,华东,微信
ORD08436,2025-01-06 20:46:00,C1780,家居,26.66,9,华北,支付宝
ORD08437,2025-01-06 20:46:00,C583,电子产品,51.99,7,华东,微信
ORD08438,2025-01-06 20:46:00,C4527,家居,85.27,2,东北,信用卡
ORD08439,2025-01-06 20:46:00,C3377,图书,88.54,2,华南,信用卡
ORD08440,2025-01-06 20:47:00,C3401,图书,14.43,2,华南,信用卡
ORD08441,2025-01-06 20:49:00,C3185,图书,24.48,5,东北,支付宝
ORD08442,2025-01-06 20:50:00,C2194,食品,,1,西南,支付宝
ORD08443,2025-01-06 20:50:00,C1162,家居,63.54,7,东北,微信
ORD08444,2025-01-06 20:51:00,C298,服装,42.49,2,东北,微信
ORD08445,2025-01-06 20:51:00,C3347,家居,85.96,4,西南,微信
ORD08446,2025-01-06 20:53:00,C1939,家居,74.5,9,西南,支付宝
ORD08447,2025-01-06 20:54:00,C788,食品,19.04,8,华北,微信
ORD08448,2025-01-06 20:55:00,C4945,家居,66.21,2,华北,信用卡
ORD08449,2025-01-06 20:55:00,C2889,电子产品,20.17,4,华北,信用卡
ORD08450,2025-01-06 20:57:00,C1377,图书,,4,西南,现金
ORD08451,2025-01-06 20:58:00,C1949,图书,26.01,2,华东,现金
ORD08452,2025-01-06 21:00:00,C3272,食品,25.58,2,东北,现金
ORD08453,2025-01-06 21:01:00,C877,图书,65.48,5,华北,信用卡
ORD08454,2025-01-06 21:02:00,C3742,电子产品,60.72,4,华东,支付宝
ORD08455,2025-01-06 21:03:00,C1577,食品,25.84,8,东北,微信
ORD08456,2025-01-06 21:03:00,C3139,服装,99.12,4,华东,微信
ORD08457,2025-01-06 21:05:00,C2492,图书,47.97,8,华南,支付宝
ORD08458,2025-01-06 21:05:00,C2755,家居,18.74,5,华南,现金
ORD08459,2025-01-06 21:05:00,C1903,电子产品,20.85,1,东北,支付宝
ORD08460,2025-01-06 21:05:00,C1382,电子产品,62.55,9,华东,信用卡
ORD08461,2025-01-06 21:06:00,C4240,图书,98.12,8,华东,支付宝
ORD08462,2025-01-06 21:06:00,C2322,服装,61.48,1,西南,信用卡
ORD08463,2025-01-06 21:07:00,C2556,家居,95.41,3,华北,信用卡
ORD08464,2025-01-06 21:08:00,C1861,服装,49.97,3,东北,现金
ORD08465,2025-01-06 21:08:00,C1866,服装,49.23,5,华东,微信
ORD08466,2025-01-06 21:08:00,C4047,图书,55.0,7,华北,现金
ORD08467,2025-01-06 21:09:00,C3175,家居,72.77,1,东北,信用卡
ORD08468,2025-01-06 21:09:00,C1098,图书,43.09,1,华东,现金
ORD08469,2025-01-06 21:10:00,C1734,图书,87.75,6,华南,微信
ORD08470,2025-01-06 21:11:00,C4663,电子产品,12.64,5,华东,现金
ORD08471,2025-01-06 21:12:00,C3416,图书,49.58,3,华南,信用卡
ORD08472,2025-01-06 21:14:00,C4626,食品,55.99,3,华南,微信
ORD08473,2025-01-06 21:16:00,C680,家居,64.63,4,西南,现金
ORD08474,2025-01-06 21:17:00,C2070,电子产品,34.85,2,西南,支付宝
ORD08475,2025-01-06 21:18:00,C4824,家居,48.47,9,华北,微信
ORD08476,2025-01-06 21:19:00,C1729,电子产品,53.61,4,东北,现金
ORD08477,2025-01-06 21:19:00,,食品,,3,华北,支付宝
ORD08478,2025-01-06 21:19:00,C667,图书,79.62,7,西南,微信
ORD08479,2025-01-06 21:19:00,C1612,电子产品,76.4,9,华北,支付宝
ORD08480,2025-01-06 21:20:00,C680,电子产品,40.74,2,东北,现金
ORD08481,2025-01-06 21:20:00,C972,电子产品,99.95,6,东北,支付宝
ORD08482,2025-01-06 21:21:00,C2846,食品,86.38,5,华东,支付宝
ORD08483,2025-01-06 21:22:00,C2132,家居,33.4,1,华北,信用卡
ORD08484,2025-01-06 21:22:00,C2463,食品,27.56,7,西南,支付宝
ORD08485,2025-01-06 21:22:00,C2529,电子产品,38.26,1,华东,微信
ORD08486,2025-01-06 21:22:00,C2503,电子产品,50.71,9,华北,支付宝
ORD08487,2025-01-06 21:23:00,C4922,图书,86.57,4,东北,支付宝
ORD08488,2025-01-06 21:23:00,C4392,食品,80.05,8,西南,微信
ORD08489,2025-01-06 21:23:00,C3183,食品,86.61,1,华北,现金
ORD08490,2025-01-06 21:23:00,C4033,服装,34.48,5,东北,现金
ORD08491,2025-01-06 21:23:00,C3167,家居,63.41,3,东北,支付宝
ORD08492,2025-01-06 21:24:00,C2997,服装,35.49,4,华北,微信
ORD08493,2025-01-06 21:24:00,C3227,服装,19.81,4,华北,支付宝
ORD08494,2025-01-06 21:25:00,C2152,家居,,8,西南,微信
ORD08495,2025-01-06 21:26:00,C1728,图书,22.87,3,华东,微信
ORD08496,2025-01-06 21:26:00,,图书,70.09,1,东北,现金
ORD08497,2025-01-06 21:26:00,C329,家居,68.32,5,华东,支付宝
ORD08498,2025-01-06 21:27:00,C2486,家居,82.92,2,华东,支付宝
ORD08499,2025-01-06 21:27:00,C1155,食品,22.56,6,东北,支付宝
ORD08500,2025-01-06 21:27:00,C1890,食品,80.51,4,华北,支付宝
ORD08501,2025-01-06 21:27:00,C4477,食品,99.93,9,东北,支付宝
ORD08502,2025-01-06 21:29:00,,食品,86.59,-1,华东,支付宝
ORD08503,2025-01-06 21:30:00,C4938,电子产品,77.66,-1,西南,信用卡
ORD08504,2025-01-06 21:30:00,C2317,电子产品,69.59,7,东北,支付宝
ORD08505,2025-01-06 21:30:00,C3621,图书,47.96,8,西南,信用卡
ORD08506,2025-01-06 21:31:00,C4491,电子产品,75.75,3,华北,信用卡
ORD08507,2025-01-06 21:34:00,C2511,电子产品,75.18,3,华北,信用卡
ORD08508,2025-01-06 21:34:00,C449,食品,66.83,2,西南,支付宝
ORD08509,2025-01-06 21:34:00,C1354,食品,81.67,1,西南,微信
ORD08510,2025-01-06 21:34:00,C1293,家居,50.39,3,东北,现金
ORD08511,2025-01-06 21:34:00,C2465,食品,20.91,7,华北,微信
ORD08512,2025-01-06 21:35:00,C3102,家居,60.32,9,西南,微信
ORD08513,2025-01-06 21:35:00,,家居,33.85,9,华南,支付宝
ORD08514,2025-01-06 21:37:00,C3175,电子产品,44.6,6,东北,微信
ORD08515,2025-01-06 21:37:00,,食品,11.57,6,东北,微信
ORD08516,2025-01-06 21:38:00,C3199,电子产品,44.45,5,华南,支付宝
ORD08517,2025-01-06 21:38:00,C1233,食品,82.79,2,华北,支付宝
ORD08518,2025-01-06 21:38:00,C1437,电子产品,58.85,7,西南,现金
ORD08519,2025-01-06 21:38:00,C3352,电子产品,10.88,1,西南,现金
ORD08520,2025-01-06 21:40:00,C4030,电子产品,52.29,6,华北,信用卡
ORD08521,2025-01-06 21:42:00,C252,图书,36.23,4,华南,现金
ORD08522,2025-01-06 21:42:00,C018,电子产品,52.98,3,华南,支付宝
ORD08523,2025-01-06 21:44:00,C2759,服装,46.42,1,华南,微信
ORD08524,2025-01-06 21:44:00,C222,服装,93.88,6,东北,支付宝
