edible,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods
edible,convex,fibrous,white,False,none,free,crowded,broad,pink,enlarging,?,silky,smooth,white,white,partial,white,2,pendant,white,numerous,grasses
poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves
edible,convex,fibrous,gray,False,none,free,crowded,broad,pink,enlarging,?,smooth,silky,white,white,partial,white,2,pendant,white,numerous,grasses
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths
edible,knobbed,fibrous,white,False,none,free,crowded,broad,pink,enlarging,?,smooth,silky,white,white,partial,white,2,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths
edible,convex,smooth,brown,False,none,attached,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,partial,orange,1,pendant,buff,several,leaves
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,foul,free,close,narrow,buff,tapering,?,smooth,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,foul,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,convex,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,foul,free,close,narrow,buff,tapering,?,smooth,smooth,white,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,pink,white,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,white,partial,white,1,evanescent,white,several,woods
poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,woods
poisonous,flat,smooth,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,silky,silky,white,pink,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,pink,partial,white,1,evanescent,white,several,paths
poisonous,flat,smooth,brown,False,spicy,free,close,narrow,buff,tapering,?,smooth,silky,white,white,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,red,False,fishy,free,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,partial,white,1,evanescent,white,several,paths
edible,convex,smooth,gray,False,none,free,crowded,broad,pink,enlarging,?,smooth,silky,white,white,partial,white,2,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,False,fishy,free,close,narrow,buff,tapering,?,silky,silky,pink,white,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,False,spicy,free,close,narrow,buff,tapering,?,silky,smooth,white,white,partial,white,1,evanescent,white,several,paths
